model,year,odometer,price,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,driveType,state
Model Y,2021,13319.0,43000,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",692.0,85209,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,23094.0,42300,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,"19"" Gemini Wheels",680.0,85209,Black and White Premium Interior,All-Wheel Drive,AZ
Model Y,2021,30911.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",748.0,85209,All Black Premium Interior,All-Wheel Drive,AZ
Model Y,2021,23094.0,42300,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,"19"" Gemini Wheels",680.0,85251,Black and White Premium Interior,All-Wheel Drive,AZ
Model Y,2021,30911.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",748.0,85251,All Black Premium Interior,All-Wheel Drive,AZ
Model Y,2021,29166.0,36600,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",577.0,85251,All Black Premium Interior, Rear-Wheel Drive,NY
Model Y,2021,71384.0,36900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",583.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,20918.0,37200,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",588.0,85251,All Black Premium Interior, Rear-Wheel Drive,FL
Model Y,2021,53756.0,39000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",621.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,52639.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,55681.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,47912.0,39900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",637.0,85251,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,37704.0,40000,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",639.0,85251,All Black Premium Interior,All-Wheel Drive,NC
Model Y,2021,30772.0,40100,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",640.0,85251,Black and White Premium Interior,All-Wheel Drive,GA
Model Y,2021,32579.0,40500,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",648.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,16004.0,40600,Autopilot,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",649.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,42832.0,40900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",655.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,60694.0,41500,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",665.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38408.0,41500,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"20"" Induction Wheels",665.0,85251,All Black Premium Interior,All-Wheel Drive,TN
Model Y,2021,40785.0,41900,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,28462.0,41900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,17678.0,42200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",678.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,40087.0,42200,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",678.0,85251,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,27284.0,42200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",678.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,25105.0,42400,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",682.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,25081.0,42500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",683.0,85251,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,35846.0,42900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",691.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,13319.0,43000,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",692.0,85251,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,14990.0,43200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",696.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,24396.0,43400,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",700.0,85251,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,17221.0,43600,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",703.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38561.0,43600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",703.0,85251,All Black Premium Interior,All-Wheel Drive,OH
Model Y,2021,8893.0,43600,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",703.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,10596.0,43700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",705.0,85251,Black and White Premium Interior,All-Wheel Drive,MA
Model Y,2021,19790.0,43700,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",705.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,21739.0,44000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",710.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,9472.0,44100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",712.0,85251,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,31413.0,44200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",714.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,27437.0,44300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",716.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33708.0,44400,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",718.0,85251,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,34855.0,44600,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",721.0,85251,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33533.0,44700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",723.0,85251,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,13561.0,44900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",727.0,85251,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,15755.0,45100,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",730.0,85251,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,31908.0,45200,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",732.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,30571.0,45300,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",734.0,85251,Black and White Premium Interior,All-Wheel Drive,IL
Model Y,2021,32852.0,45400,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",736.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,11527.0,46000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",746.0,85251,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,24472.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",748.0,85251,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,14416.0,46300,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Aeroberturbine Wheels",752.0,85251,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,24064.0,46500,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",755.0,85251,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,31077.0,46700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",759.0,85251,All Black Premium Interior,All-Wheel Drive,NJ
Model Y,2021,31056.0,46700,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",759.0,85251,All Black Premium Interior,All-Wheel Drive,TN
Model Y,2021,26664.0,40600,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",649.0,85251,All Black Premium Interior,All-Wheel Drive,WA
Model Y,2021,11812.0,46800,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",761.0,85251,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,25081.0,42500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",683.0,85254,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,13319.0,43000,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",692.0,85254,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,23094.0,42300,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,"19"" Gemini Wheels",680.0,85254,Black and White Premium Interior,All-Wheel Drive,AZ
Model Y,2021,30911.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",748.0,85254,All Black Premium Interior,All-Wheel Drive,AZ
Model Y,2021,29166.0,36600,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",577.0,85254,All Black Premium Interior, Rear-Wheel Drive,NY
Model Y,2021,71384.0,36900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",583.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,20918.0,37200,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",588.0,85254,All Black Premium Interior, Rear-Wheel Drive,FL
Model Y,2021,53756.0,39000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",621.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,52639.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,55681.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,47912.0,39900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",637.0,85254,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,37704.0,40000,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",639.0,85254,All Black Premium Interior,All-Wheel Drive,NC
Model Y,2021,30772.0,40100,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",640.0,85254,Black and White Premium Interior,All-Wheel Drive,GA
Model Y,2021,32579.0,40500,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",648.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,16004.0,40600,Autopilot,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",649.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,26664.0,40600,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",649.0,85254,All Black Premium Interior,All-Wheel Drive,WA
Model Y,2021,42832.0,40900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",655.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,60694.0,41500,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",665.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38408.0,41500,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"20"" Induction Wheels",665.0,85254,All Black Premium Interior,All-Wheel Drive,TN
Model Y,2021,40785.0,41900,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,28462.0,41900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,17678.0,42200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",678.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,27284.0,42200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",678.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,40087.0,42200,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",678.0,85254,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,25105.0,42400,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",682.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,35846.0,42900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",691.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,14990.0,43200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",696.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,24396.0,43400,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",700.0,85254,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,17221.0,43600,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",703.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38561.0,43600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",703.0,85254,All Black Premium Interior,All-Wheel Drive,OH
Model Y,2021,8893.0,43600,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",703.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,10596.0,43700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",705.0,85254,Black and White Premium Interior,All-Wheel Drive,MA
Model Y,2021,19790.0,43700,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",705.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,21739.0,44000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",710.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,9472.0,44100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",712.0,85254,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,31413.0,44200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",714.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,27437.0,44300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",716.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33708.0,44400,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",718.0,85254,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,34855.0,44600,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",721.0,85254,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33533.0,44700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",723.0,85254,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,13561.0,44900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",727.0,85254,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,15755.0,45100,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",730.0,85254,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,31908.0,45200,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",732.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,30571.0,45300,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",734.0,85254,Black and White Premium Interior,All-Wheel Drive,IL
Model Y,2021,32852.0,45400,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",736.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,11527.0,46000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",746.0,85254,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,24472.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",748.0,85254,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,14416.0,46300,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,"21"" Aeroberturbine Wheels",752.0,85254,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,24064.0,46500,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",755.0,85254,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,31077.0,46700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",759.0,85254,All Black Premium Interior,All-Wheel Drive,NJ
Model Y,2021,31056.0,46700,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",759.0,85254,All Black Premium Interior,All-Wheel Drive,TN
Model Y,2021,11812.0,46800,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",761.0,85254,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,25081.0,42500,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",683.0,85260,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,13319.0,43000,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",692.0,85260,All Black Premium Interior,All-Wheel Drive,MN
Model Y,2021,23094.0,42300,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,"19"" Gemini Wheels",680.0,85260,Black and White Premium Interior,All-Wheel Drive,AZ
Model Y,2021,30911.0,46100,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",748.0,85260,All Black Premium Interior,All-Wheel Drive,AZ
Model Y,2021,29166.0,36600,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",577.0,85260,All Black Premium Interior, Rear-Wheel Drive,NY
Model Y,2021,71384.0,36900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",583.0,85260,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,20918.0,37200,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",588.0,85260,All Black Premium Interior, Rear-Wheel Drive,FL
Model Y,2021,53756.0,39000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",621.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,52639.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,55681.0,39300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",626.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,47912.0,39900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",637.0,85260,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,37704.0,40000,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",639.0,85260,All Black Premium Interior,All-Wheel Drive,NC
Model Y,2021,30772.0,40100,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",640.0,85260,Black and White Premium Interior,All-Wheel Drive,GA
Model Y,2021,32579.0,40500,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",648.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,16004.0,40600,Autopilot,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",649.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,26664.0,40600,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",649.0,85260,All Black Premium Interior,All-Wheel Drive,WA
Model Y,2021,42832.0,40900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",655.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,60694.0,41500,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",665.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38408.0,41500,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,"20"" Induction Wheels",665.0,85260,All Black Premium Interior,All-Wheel Drive,TN
Model Y,2021,40785.0,41900,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85260,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,28462.0,41900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",673.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,17678.0,42200,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",678.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,40087.0,42200,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,"19"" Gemini Wheels",678.0,85260,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,27284.0,42200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",678.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,25105.0,42400,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",682.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,35846.0,42900,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",691.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,14990.0,43200,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",696.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,24396.0,43400,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",700.0,85260,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,17221.0,43600,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"20"" Induction Wheels",703.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,38561.0,43600,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"20"" Induction Wheels",703.0,85260,All Black Premium Interior,All-Wheel Drive,OH
Model Y,2021,8893.0,43600,Autopilot,No Reported Accidents/Damage,Solid Black Paint,"19"" Gemini Wheels",703.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,10596.0,43700,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",705.0,85260,Black and White Premium Interior,All-Wheel Drive,MA
Model Y,2021,19790.0,43700,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",705.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,21739.0,44000,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",710.0,85260,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,9472.0,44100,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Gemini Wheels",712.0,85260,All Black Premium Interior,All-Wheel Drive,GA
Model Y,2021,31413.0,44200,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",714.0,85260,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,27437.0,44300,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",716.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33708.0,44400,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",718.0,85260,All Black Premium Interior,All-Wheel Drive,CA
Model Y,2021,34855.0,44600,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Induction Wheels",721.0,85260,Black and White Premium Interior,All-Wheel Drive,CA
Model Y,2021,33533.0,44700,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",723.0,85260,All Black Premium Interior,All-Wheel Drive,IL
Model Y,2021,13561.0,44900,Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",727.0,85260,All Black Premium Interior,All-Wheel Drive,CO
Model Y,2021,15755.0,45100,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",730.0,85260,Black and White Premium Interior,All-Wheel Drive,MD
Model Y,2021,31908.0,45200,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,"19"" Gemini Wheels",732.0,85260,All Black Premium Interior,All-Wheel Drive,MD
Model Y,2021,30571.0,45300,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,"19"" Gemini Wheels",734.0,85260,Black and White Premium Interior,All-Wheel Drive,IL
